abv,beer_id,brewer_id,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,profile_name,review_taste,text,time
9.5,9659,1141,Équinoxe Du Printemps,Scotch Ale / Wee Heavy,4.0,4.0,3.0,4.0,ritzkiss,4.0," 12oz bottle pours a nice deep hazy mahogany, thin head with little staying power but a subsequent stir agitates some bubbles.		Nose is sweet. Caramel, toffee, dark fruits, hints of maple, peat.		Full body and taste. Lots of maple tries to make friendly with the traditional scotch ale: peat, toffee, earth, caramel, raisins, hints of cherry, bread, whiskey-like warming alcohol evident in the finish. Makes for a sometimes unwieldy marriage, one sip maple wins, another scotch ale. A little too sweet for my liking, maple wins. Medium body, smooth/light carb, pretty drinkable.		Not sure how I feel about this: not bad, though not perhaps at par for what I would expect from DDC. Nonethless, enjoyed drinking it though, probably, with all the selection from DDC, wouldn't choose it again.",2009-10-05 23:33:20
7.2,5441,1199,Founders Centennial IPA,American IPA,4.0,4.0,4.5,4.0,CHILLINDYLAN,4.5," Golden orange with amber highlights. Whitish 2 fingers of creamy head. Nice laces.		Sharp hop nose with citrus, pine, and resinous hop oils. Small toasty bready malts.		Grapefruit and resinous pine upfront and in the aftertaste. very bitter and tasty. sweet toasty bread that balances it just enough. slight alc bite.		med body. smooth and sticky		very drinkable and delicious. Great hoppy IPA that pushes toward double, without being overly aggressive.",2009-10-05 23:34:39
10.3,33127,13014,Darkness,Russian Imperial Stout,4.0,4.5,4.0,4.0,kirok1999,4.5," Pours a mildly dark black, just a hint of ruby around the edges of the snifter. Thin off white head.	Smells very sweet and malty. Mildly spicy with a bit of alcohol.	Very nice sweet taste, milk chocolate and caramel. Slighty bitter and dry with some noticable hops. Lingering alcohol in the aftertaste in the form of mild bourbon.	Feels dense and creamy and very sticky.	Very smooth to sip. A really well made beer worthy of the hype.",2009-10-05 23:35:19
8.5,1385,180,Delirium Tremens,Belgian Strong Pale Ale,4.0,4.0,4.0,4.0,mooseisloose,4.5," Wow what a delicious smell in the bottle! Smells of citrus, lemons, and yeast, kind of like a lemon drop, but not in a sweet way. Pours to a cloudy bright yellow with a big head that is real foamy. Taste is also on the citrus side, sweet and yeasty, only very slight bitters in the background. Mouthfeel is fizzy, but yet very thick and chewy. I think this may be my first brew of this particular style. How delicious and refreshing. I could drink this high SG in the heat and not bog down at all. The ABV is not even evident more than it is obviously adding to the flavor in undertones. I'm delirious!",2009-10-05 23:35:38
6.8,5243,1837,Hippie I.P.A.,American IPA,4.5,3.5,3.5,4.0,JoeyBeerBelly,3.5," I got this brew as an extra in a trade with projectflam86, Thanks Kyle!		22oz bottle served in a standard pub pint glass.		Hazy copper color with a huge off-white head that left a lot of sticky lacing behind.	The aroma is floral and piney hop sweetness.	Upfront is the sweeter floral hop taste and then things turn bitter, harsh bitterness leads to a very dry finish.	Medium bodied with mild carbonation.	High bitterness and high abv make this a 'one and done' brew.",2009-10-05 23:36:02
7.5,3877,1471,Dark Horse Reserve Special Black Bier Ale,American Strong Ale,4.5,4.0,4.0,4.0,thain709,4.0," A - Served with a pitch black body...there is no light shining through this one...a creamy, mocha colored head is present...it retains strongly and leaves nice spotty lacing		S - Solid aromas coming from this...mainly dominated by milk chocolate and coffee beans...a definite roastiness apparent...some hints of vanilla as well		T - Again the taste is dominated by chocolate and coffee...the flavors are not heavily roasted to the point of being burnt...they have nice subtle flavors...the vanilla becomes more apparent and pairs with a hint of lactose...almost like a cream/milk stout...but that is not overpowering and I like that...the coffee beans come back and I believe a few earthy hops pair together to form a lingering bitterness		M - Boarding on being heavy in the body...very rich and creamy		D - I didn't know what this was when I ordered it...but I was very impressed to the point that I wanted to order another one...a solid beer with both stout and porter characteristics",2009-10-05 23:36:27
10.0,2566,222,Maredsous 10 - Triple,Tripel,4.5,4.5,4.0,4.0,Blakaeris,4.0," Pours hazy amber-orange in color with a massive, rocky off white head. Meringue like globs of lacing sheet the sides of the glass.		Aroma is yeasty and fruity. Slightly musty, with plenty of coriander and nutmeg. Citrus fruit, and an earthy orange peel bitterness.		Taste is bready caramel malt and candied sugar. Hints of toffee, and generous tropical fruit - notably tangerine, orange, and apricot. Finish is quite musty with vague spices and pleasantly warming alcohol.		Mouthfeel is medium bodied. Smooth and soft.		Tasty and smooth. Plenty of subtle complexity from citrus fruit and earthy, musty character.",2009-10-05 23:36:42
5.5,5387,1471,Dark Horse Amber Ale,American Amber / Red Ale,3.0,3.5,3.5,3.0,biegaman,4.0," Not so much pumpkin as pumpkin pie filling; it isn't a pure orange-amber but is actually a toasty, rather murky tone made so by shades belonging to the likes of brown sugar and cinnamon. All these muddying hues turn its clarity clammy at best. Head is wholly non-existent, even its trim seems to have precipitated. 		Dark Horse curiously lists this yeast as being an ""almost"" Belgian strain which implies not quite; I'll have to assume it isn't even though the spicy clove-like phenols and banana-fronted esters heavily imply that it is. If I didn't know any better the names ""Chimay"" and ""Ommegang"" would have instantly popped into mind. 		Like its aroma, the beer's flavour is confident and forward... not entirely with good reason. Specifics include: a few shakes of cinnamon, a whole evergreen worth of clove, a dash of pepper, a splash of lemon juice and a slurry of decomposing apples and bananas. This is spicy and only adequately malty with virtually no trace of toffee, caramel or budding hop cones that is expected of most American-made amber ales. 		Of course, it's obvious this isn't anything like most amber ales - which is something, in fairness, the brewery makes clear. And it's easy to see exactly what they were going for: an abbey-style Belgian ale. What isn't exactly clear to me is why they haven't tweaked the recipe some; the beer is overly aggressive with a considerably watery flavour. More malt is desperately needed, or at least something to scale back the that yeast. 		It is intensely peppery and leaves you in the clutches of forceful zestiness, one that fervidly gnaws away at your palate. Halfway through the bottle my palate feels exhausted while my gullet yearns for more beer, albeit of a different variety. The aftertaste it leaves is ardently biting with an almost sour note. I need something else to drink now. 		Yes, Belgian ales have characterful yeasts that brim with spice and nuance. They also, however, have poise and elegance and drink with a kind of refinement unmatched by the beers of other nations. I think Dark Horse missed that last point when formulating this beer. My personal opinion is this brewery should never mind imitating the tradition of others and stick to what they do best: making insolent, defiant ales the American way.",2009-10-05 23:36:52
4.8,935,360,Warsteiner Premium Verum,German Pilsener,3.5,3.0,4.0,4.0,biboergosum,4.0," This beer pours a clear medium golden hue, with a few fingers of soapy white head, which leaves very little lace as it falls away. It smells of biscuity white grain, and grassy hops. The taste is more of the same - slightly sweet light grain, and crisp, grassy, Euro-hops. The carbonation is moderate, the body medium weight and smooth, and the finish is nothing if not consistent - dry and crisp. A pretty decent old-school pilsener.",2009-10-05 23:41:02
5.1,1790,258,Peroni Nastro Azzurro,Euro Pale Lager,3.0,3.0,3.5,3.0,allforbetterbeer,3.5," This beer reminded me of a higher quality, cleaner version of Heineken. It is a drinkable clean lager that tastes fairly standard, with nothing against it and nothing exceptional about it. I would buy it again if it were cheap, but for a European import lager, there are better choices.",2009-10-05 23:41:12
5.0,1158,26,Pride & Joy Mild Ale,American Pale Ale (APA),3.0,3.5,4.0,3.5,KrisPaulk77,4.0," Six pack purchased on a trip to the Brewery on 07 August 09.	Poured into a standard pint glass.		The beer poured a light orange, with a minimal white head that faded away pretty fast. A small bit of lacing was noticed throughout the pint. Fairly average looking. I was actually expecting something more like a brown ale than a pale ale.	The aroma was hop forward, with citrus and pine notes evident, and balanced out by a malt sweetness. 	The taste was like a junior version of a pale ale. It was mildly hopped and had a good malt backbone. The mouthfeel and carbonation was ok. 	A decidedly average brew. Nothing special, but nothing bad about this one. Drinkability is good, and I'd recommend this one a BMC drinker trying to get into craft beer.",2009-10-05 23:41:17
8.6,38394,3818,Pumking,Pumpkin Ale,4.0,5.0,4.5,4.0,ujsplace,5.0," Poured into an over sized wine glass.		A: Deep, rich dark copper-orange.		S: Buttery, fresh baked pumpkin pie. Amazingly spicy aroma...pumpkin, vanilla, cinnamon and maybe some nutmeg. 		T: Exactly like is smells. Buttery, vanilla pumpkin pie with a nice mildly caramel malt sweetness, all of the subtle spicing that you would expect from a pumpkin pie, but not quite as in your face as you would expect - it is ale after all, but what an amazing take on a pumpkin ale. This is an incredibly balanced pumpkin ale. More spice and it may be overdone, any less and it would be somewhat lacking. Great balance of hop bitters and a nearly undetectable slightly warming alcohol finish. Truly an amazing seasonal offering.		M: Medium, silk-like creamy mouthfeel goes down very easily.		D: Hands down the best pumpkin ale I have ever tasted. In spite of the abv, I could really sit back and enjoy a nice session with friends and family...",2009-10-05 23:41:32
